#GeneID	tax_id	Symbol	Synonyms	chromosome	type_of_gene	description
1	9606	A1BG	A1B|ABG|GAB|HYST2477	19	glycoprotein	alpha-1-B
8103	9606	PAPA2	-	13	polydactyly,	postaxial
8104	9606	MCOR	-	13	congenital	microcoria,
8105	9606	BRCD1	BCDS1	-	familial,	cancer,
8106	9606	PABPN1	OPMD|PAB2|PABII|PABP-2|PABP2	14	binding	poly(A)
8110	9606	DPF3	BAF45C|CERD4	14	zinc	D4,
8111	9606	GPR68	GPR12A|OGR1	14	protein-coupled	G
8113	9606	MCOP1	MCOP	14	autosomal	microphthalmia,
8114	9606	IV	SIV	14	situs,	inversus
8115	9606	TCL1A	TCL1	14	leukemia/lymphoma	T-cell
8118	9606	LCH	-	14	agglutinin-binding	Lentil
8120	9606	AP3B2	NAPTB	15	protein	adaptor-related
8123	9606	PWAR5	D15S226E|PAR-5|PAR5	15	Willi/Angelman	Prader
8125	9606	ANP32A	C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32	15	(leucine-rich)	acidic
8126	9606	MRST	-	15	retardation,	Mental
8128	9606	ST8SIA2	HsT19690|SIAT8B|ST8SIA-II|STX	15	alpha-N-acetyl-neuraminide	ST8
8129	9606	HBHR	ATR1	16	retardation	alpha-thalassemia/mental
8130	9606	MCOPCT1	CATM	16	congenital,	cataract,
8131	9606	NPRL3	C16orf35|CGTHBA|HS-40|MARE|NPR3|RMD11	16	permease	nitrogen
8132	9606	PKDTS	-	16	kidney	polycystic
8136	9606	WT3	-	16	tumor-3	Wilms
8137	9606	HYD2	-	16	2	hypodontia
8139	9606	GAN	GAN1|KLHL16	16	protein-coding	gigaxonin
8140	9606	SLC7A5	4F2LC|CD98|D16S469E|E16|LAT1|MPE16|hLAT1	16	carrier	solute
8142	9606	BCPR	-	17	cancer-related	Breast
8144	9606	CMS1A1	FIM1|FIMG|FIMG1|MGI	17	gravis,	myasthenia
8148	9606	TAF15	Npl3|RBP56|TAF2N|TAFII68	17	RNA	TAF15
8151	9606	WT4	FWT1	17	tumor-4	Wilms
8153	9606	RND2	ARHN|RHO7|RhoN	17	family	Rho
8156	9606	GPSC	-	-	familial	gliosis,
8160	9606	MVWF	-	17	of	Modifier
8161	9606	COIL	CLN80|p80-coilin	17	protein-coding	coilin
8163	9606	CDR3	-	17	degeneration-related	Cerebellar
8165	9606	AKAP1	AKAP|AKAP121|AKAP149|AKAP84|D-AKAP1|PPP1R43|PRKA1|SAKAP84|TDRD17	17	kinase	A
8168	9606	TW	-	18	mouse	Twirler
8170	9606	SLC14A2	HUT2|UT-A2|UT2|UTA|UTR|hUT-A6	18	carrier	solute
8173	9606	CNSN	-	18	(carnosinase)	Carnosinemia
8174	9606	MADCAM1	MACAM1	19	vascular	mucosal
8175	9606	SF3A2	PRP11|PRPF11|SAP62|SF3a66	19	factor	splicing
8177	9606	LPSA	D19S381E	19	liposarcoma	Oncogene
8178	9606	ELL	C19orf17|ELL1|MEN|PPP1R68	19	factor	elongation
8181	9606	BFIS1	BFIC|BFIC1	19	familial	benign
8184	9606	HBN1	HB1|PFHB1|PFHB1B	-	familial	Progressive
8187	9606	ZNF239	HOK-2|MOK2	10	finger	zinc
8188	9606	NGFG	-	-	growth	Nerve
8189	9606	SYMPK	SPK|SYM	19	protein-coding	symplekin
8190	9606	MIA	CD-RAP	19	inhibitory	melanoma
8192	9606	CLPP	DFNB81|PRLTS3	19	mitochondrial	caseinolytic
8193	9606	DPF1	BAF45b|NEUD4|neuro-d4	19	zinc	D4,
8195	9606	MKKS	BBS6|HMCS|KMS|MKS	20	syndrome	McKusick-Kaufman
8197	9606	CHED1	CHED|CHED2	20	endothelial	corneal
8200	9606	GDF5	BDA1C|BMP-14|BMP14|CDMP1|LAP-4|LAP4|OS5|SYM1B|SYNS2	20	differentiation	growth
8201	9606	MLRL	MLRG|MTS	20	leukemia-related	Myeloid
8202	9606	NCOA3	ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP	20	receptor	nuclear
8204	9606	NRIP1	RIP140	21	receptor	nuclear
8205	9606	TAM	MST	21	syndrome,	Myeloproliferative
8208	9606	CHAF1B	CAF-1|CAF-IP60|CAF1|CAF1A|CAF1P60|MPHOSPH7|MPP7	21	assembly	chromatin
8209	9606	C21orf33	ES1|GT335|HES1|KNPH|KNPI	21	21	chromosome
8212	9606	AABT	-	21	acids,	Beta-amino
8213	9606	BAS	-	21	stimulation,	Beta-adrenergic
8214	9606	DGCR6	-	22	syndrome	DiGeorge
8215	9606	DVL1P1	DSH|DVL|DVL-22|DVL1|DVL1L1|DVL4	22	segment	dishevelled
8216	9606	LZTR1	BTBD29|LZTR-1|SWNTS2	22	transcription	leucine-zipper-like
8217	9606	IGLJ@	IGLJ	22	lambda	immunoglobulin
8218	9606	CLTCL1	CHC22|CLH22|CLTCL|CLTD	22	heavy	clathrin,
8220	9606	DGCR14	DGCR13|DGS-H|DGS-I|DGSH|DGSI|ES2|Es2el	22	syndrome	DiGeorge
8221	9606	OGS2	BBBG2|GBBB2	-	G	Opitz
8224	9606	SYN3	-	22	III	synapsin
8225	9606	GTPBP6	PGPL	X|Y	GTP	Yp11.32
8226	9606	HDHD1	DXF68S1E|FAM16AX|GS1|HDHD1A	X	dehalogenase-like	haloacid
8227	9606	AKAP17A	721P|AKAP-17A|CCDC133|CXYorf3|DXYS155E|PRKA17A|SFRS17A|XE7|XE7Y	X|Y	Yp11.32	and
8228	9606	PNPLA4	DXS1283E|GS2|iPLA2eta	X	phospholipase	patatin-like
8231	9606	CND	-	X	dermoids	Corneal
8233	9606	ZRSR2	U2AF1-RS2|U2AF1L2|U2AF1RS2|URP	X	finger	zinc
8237	9606	USP11	UHX1	X	specific	ubiquitin
8239	9606	USP9X	DFFRX|FAF|FAM|MRX99	X	specific	ubiquitin
8241	9606	RBM10	DXS8237E|GPATC9|GPATCH9|S1-1|TARPS|ZRANB5	X	binding	RNA
8242	9606	KDM5C	DXS1272E|JARID1C|MRX13|MRXJ|MRXSCJ|MRXSJ|SMCX|XE169	X	(K)-specific	lysine
8243	9606	SMC1A	CDLS2|DXS423E|SB1.8|SMC1|SMC1L1|SMC1alpha|SMCB	X	maintenance	structural
8245	9606	IDDMX	-	X	mellitus,	Diabetes
8246	9606	MRXS12	-	X	retardation,	Mental
8248	9606	DXS435E	A11	X	gene	A-11
8249	9606	MGR2	MFTS	X	familial	Migraine,
8251	9606	HNRNPDP1	AUF1B|AUF1P|HNRNPDP|HNRPDP	X	nuclear	heterogeneous
8255	9606	BZX	BDCS	X	syndrome	Bazex
8258	9606	GUST	-	X	mental	Gustavson
8259	9606	INDX	-	X	syndrome	Immunoneurologic
8260	9606	NAA10	ARD1|ARD1A|ARD1P|DXS707|MCOPS1|NATD|TE2	X	10,	N(alpha)-acetyltransferase
8263	9606	F8A1	DXS522E|F8A|HAP40	X	factor	coagulation
8266	9606	UBL4A	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	X	4A	ubiquitin-like
8268	9606	IPOX	CIIP|CIIPX	-	pseudoobstruction,	Intestinal
8269	9606	TMEM187	CXorf12|DXS9878E|ITBA1	X	protein	transmembrane
8270	9606	LAGE3	CVG5|DXS9879E|DXS9951E|ESO3|ITBA2	X	antigen	L
8273	9606	SLC10A3	DXS253E|P3	X	carrier	solute
8277	9606	TKTL1	TKR|TKT2	X	1	transketolase-like
8284	9606	KDM5D	HY|HYA|JARID1D|SMCY	Y	(K)-specific	lysine
8287	9606	USP9Y	DFFRY|SPGFY2	Y	specific	ubiquitin
8288	9606	EPX	EPO|EPP|EPX-PEN	17	peroxidase	eosinophil
8289	9606	ARID1A	B120|BAF250|BAF250a|BM029|C1orf4|ELD|MRD14|OSA1|P270|SMARCF1|hELD|hOSA1	1	rich	AT
8290	9606	HIST3H3	H3.4|H3/g|H3FT|H3t	1	cluster	histone
8291	9606	DYSF	FER1L1|LGMD2B|MMD1	2	protein-coding	dysferlin
8292	9606	COLQ	CMS5|EAD	3	tail	collagen-like
8293	9606	SERF1A	4F5|FAM2A|H4F5|SERF1|SMAM1	5	EDRK-rich	small
8294	9606	HIST1H4I	H4/m|H4FM|H4M	6	cluster	histone
8295	9606	TRRAP	PAF350/400|PAF400|STAF40|TR-AP|Tra1	7	domain-associated	transformation/transcription
8301	9606	PICALM	CALM|CLTH|LAP	11	binding	phosphatidylinositol
8302	9606	KLRC4	NKG2-F|NKG2F	12	cell	killer
8303	9606	SNN	-	16	protein-coding	stannin
8309	9606	ACOX2	BCOX|BRCACOX|BRCOX|THCCox	3	oxidase	acyl-CoA
8310	9606	ACOX3	-	4	oxidase	acyl-CoA
8312	9606	AXIN1	AXIN|PPP1R49	16	1	axin
8313	9606	AXIN2	AXIL|ODCRCS	17	2	axin
8314	9606	BAP1	HUCEP-13|UCHL2|hucep-6	3	associated	BRCA1
8315	9606	BRAP	BRAP2|IMP|RNF52	12	associated	BRCA1
8317	9606	CDC7	CDC7L1|HsCDC7|Hsk1|huCDC7	1	division	cell
8318	9606	CDC45	CDC45L|CDC45L2|PORC-PI-1	22	division	cell
8320	9606	EOMES	TBR2	3	protein-coding	eomesodermin
8321	9606	FZD1	-	7	class	frizzled
8322	9606	FZD4	CD344|EVR1|FEVR|FZD4S|Fz-4|Fz4|FzE4|GPCR|hFz4	11	class	frizzled
8323	9606	FZD6	FZ-6|FZ6|HFZ6|NDNC10	8	class	frizzled
8324	9606	FZD7	FzE3	2	class	frizzled
8325	9606	FZD8	FZ-8|hFZ8	10	class	frizzled
8326	9606	FZD9	CD349|FZD3	7	class	frizzled
8327	9606	GABPAP	E4TF1|E4TF1B|GABPB1	7	binding	GA
8328	9606	GFI1B	BDPLT17	9	factor	growth
8329	9606	HIST1H2AI	H2A/c|H2AFC	6	cluster	histone
8330	9606	HIST1H2AK	H2A/d|H2AFD	6	cluster	histone
8331	9606	HIST1H2AJ	H2A/E|H2AFE|dJ160A22.4	6	cluster	histone
8332	9606	HIST1H2AL	H2A.i|H2A/i|H2AFI|dJ193B12.9	6	cluster	histone
8333	9606	HIST1H2APS4	H2A/k|H2AFK|H2AFKP|dJ34B20.2|pH2A/k	6	cluster	histone
8334	9606	HIST1H2AC	H2A/l|H2AFL|dJ221C16.4	6	cluster	histone
8335	9606	HIST1H2AB	H2A/m|H2AFM	6	cluster	histone
8336	9606	HIST1H2AM	H2A.1|H2A/n|H2AFN|dJ193B12.1	6	cluster	histone
8337	9606	HIST2H2AA3	H2A|H2A.2|H2A/O|H2A/q|H2AFO|H2a-615|HIST2H2AA	1	cluster	histone
8338	9606	HIST2H2AC	H2A|H2A-GL101|H2A/q|H2AFQ	1	cluster	histone
8339	9606	HIST1H2BG	H2B.1A|H2B/a|H2BFA|dJ221C16.8	6	cluster	histone
8340	9606	HIST1H2BL	H2B/c|H2BFC|dJ97D16.4	6	cluster	histone
8341	9606	HIST1H2BN	H2B/d|H2BFD	6	cluster	histone
8342	9606	HIST1H2BM	H2B/e|H2BFE|dJ160A22.3	6	cluster	histone
8343	9606	HIST1H2BF	H2B/g|H2BFG	6	cluster	histone
8344	9606	HIST1H2BE	H2B.h|H2B/h|H2BFH|dJ221C16.8	6	cluster	histone
8345	9606	HIST1H2BH	H2B/j|H2BFJ	6	cluster	histone
8346	9606	HIST1H2BI	H2B/k|H2BFK	6	cluster	histone
8347	9606	HIST1H2BC	H2B.1|H2B/l|H2BFL|dJ221C16.3	6	cluster	histone
8348	9606	HIST1H2BO	H2B.2|H2B/n|H2BFN|dJ193B12.2	6	cluster	histone
8349	9606	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	1	cluster	histone
8350	9606	HIST1H3A	H3/A|H3FA	6	cluster	histone
8351	9606	HIST1H3D	H3/b|H3FB	6	cluster	histone
8352	9606	HIST1H3C	H3.1|H3/c|H3FC	6	cluster	histone
8353	9606	HIST1H3E	H3.1|H3/d|H3FD	6	cluster	histone
8354	9606	HIST1H3I	H3.f|H3/f|H3FF	6	cluster	histone
8355	9606	HIST1H3G	H3/h|H3FH	6	cluster	histone
8356	9606	HIST1H3J	H3/j|H3FJ	6	cluster	histone
8357	9606	HIST1H3H	H3/k|H3F1K|H3FK	6	cluster	histone
8358	9606	HIST1H3B	H3/l|H3FL	6	cluster	histone
8359	9606	HIST1H4A	H4FA	6	cluster	histone
8360	9606	HIST1H4D	H4/b|H4FB|dJ221C16.9	6	cluster	histone
8361	9606	HIST1H4F	H4|H4/c|H4FC	6	cluster	histone
8362	9606	HIST1H4K	H4/d|H4F2iii|H4FD|dJ160A22.1	6	cluster	histone
8363	9606	HIST1H4J	H4/e|H4F2iv|H4FE|dJ160A22.2	6	cluster	histone
8364	9606	HIST1H4C	H4/g|H4FG|dJ221C16.1	6	cluster	histone
8365	9606	HIST1H4H	H4/h|H4FH	6	cluster	histone
8366	9606	HIST1H4B	H4/I|H4FI	6	cluster	histone
8367	9606	HIST1H4E	H4/j|H4FJ	6	cluster	histone
8368	9606	HIST1H4L	H4.k|H4/k|H4FK	6	cluster	histone
8369	9606	HIST1H4G	H4/l|H4FL	6	cluster	histone
8370	9606	HIST2H4A	FO108|H4|H4/n|H4F2|H4FN|HIST2H4	1	cluster	histone
8372	9606	HYAL3	HYAL-3|LUCA-3|LUCA3	3	3	hyaluronoglucosaminidase
8373	9606	IFIT1P1	G13P1|IFI56P|IFIT1P|II56P	13	protein	interferon-induced
8377	9606	LOH1CR1	-	1	of	loss
8378	9606	LOH19CR1	DBA	19	of	loss
8379	9606	MAD1L1	MAD1|PIG9|TP53I9|TXBP181	7	mitotic	MAD1
8382	9606	NME5	NM23-H5|NM23H5|RSPH23	5	family	NME/NM23
8383	9606	OR1A1	OR17-7	17	receptor,	olfactory
8384	9606	OR1D3P	OR11-13|OR11-22|OR17-23|OR1D6P|OR1D7P	17	receptor,	olfactory
8386	9606	OR1D5	C17orf2|OR17-2|OR17-30|OR17-31	17	receptor,	olfactory
8387	9606	OR1E1	HGM071|OR13-66|OR17-2|OR17-32|OR1E5|OR1E6|OR1E8P|OR1E9P|OST547	17	receptor,	olfactory
8388	9606	OR1E2	OR17-135|OR17-136|OR17-93|OR1E4|OR1E7|OST529	17	receptor,	olfactory
8389	9606	OR1E3	OR17-210|OR1E3P	17	receptor,	olfactory
8390	9606	OR1G1	OR17-130|OR17-209|OR1G2	17	receptor,	olfactory
8391	9606	OR1P1	OR17-208|OR1P1P	17	receptor,	olfactory
8392	9606	OR3A3	OR17-137|OR17-16|OR17-201|OR3A6|OR3A7|OR3A8P	17	receptor,	olfactory
8394	9606	PIP5K1A	-	1	5-kinase,	phosphatidylinositol-4-phosphate
8395	9606	PIP5K1B	MSS4|STM7	9	5-kinase,	phosphatidylinositol-4-phosphate
8396	9606	PIP4K2B	PI5P4KB|PIP5K2B|PIP5KIIB|PIP5KIIbeta|PIP5P4KB	17	4-kinase,	phosphatidylinositol-5-phosphate
8398	9606	PLA2G6	CaI-PLA2|GVI|INAD1|IPLA2-VIA|NBIA2|NBIA2A|NBIA2B|PARK14|PLA2|PNPLA9|iPLA2|iPLA2beta	22	A2,	phospholipase
8399	9606	PLA2G10	GXPLA2|GXSPLA2|SPLA2	16	A2,	phospholipase
8400	9606	SCZD6	-	8	disorder	schizophrenia
8401	9606	SCZD7	-	13	disorder	schizophrenia
8402	9606	SLC25A11	OGC|SLC20A4	17	carrier	solute
8403	9606	SOX14	SOX28	3	(sex	SRY
8404	9606	SPARCL1	MAST	MIM:606041|HGNC:HGNC:11220|Ensembl:ENSG00000152583|HPRD:06919|Vega:OTTHUMG00000130605	SPARC-like	4q22.1
8405	9606	SPOP	BTBD32|TEF2	17	POZ	speckle-type
8406	9606	SRPX	DRS|ETX1|HEL-S-83p|SRPX1	X	containing	sushi-repeat
8407	9606	TAGLN2	HA1756	1	2	transgelin
8408	9606	ULK1	ATG1|ATG1A|UNC51|Unc51.1|hATG1	12	like	unc-51
8409	9606	UXT	ART-27|STAP1	X	prefoldin-like	ubiquitously-expressed,
8410	9606	RPS9P1	RPS9P|RPS9_2_1730	21	protein	ribosomal
8411	9606	EEA1	MST105|MSTP105|ZFYVE2	12	endosome	early
8412	9606	BCAR3	NSP2|SH2D3B	1	cancer	breast
8416	9606	ANXA9	ANX31	1	A9	annexin
8417	9606	STX7	-	6	7	syntaxin
8418	9606	CMAHP	CMAH|CSAH	6	monophospho-N-acetylneuraminic	cytidine
8419	9606	BFSP2	CP47|CP49|CTRCT12|LIFL-L|PHAKOSIN	3	filament	beaded
8420	9606	SNHG3	NCRNA00014|RNU17C|RNU17D|U17HG|U17HG-A|U17HG-AB	1	nucleolar	small
8422	9606	MEHMO	-	X	retardation,	mental
8424	9606	BBOX1	BBH|BBOX|G-BBH|gamma-BBH	11	(gamma),	butyrobetaine
8425	9606	LTBP4	ARCL1C|LTBP-4|LTBP4L|LTBP4S	19	transforming	latent
8427	9606	ZNF282	HUB1	7	finger	zinc
8428	9606	STK24	HEL-S-95|MST3|MST3B|STE20|STK3	13	kinase	serine/threonine
8431	9606	NR0B2	SHP|SHP1	1	receptor	nuclear
8433	9606	UTF1	-	10	embryonic	undifferentiated
8434	9606	RECK	ST15	9	protein	reversion-inducing-cysteine-rich
8435	9606	SOAT2	ACACT2|ACAT2|ARGP2	12	O-acyltransferase	sterol
8436	9606	SDPR	CAVIN2|PS-p68|SDR|cavin-2	2	deprivation	serum
8437	9606	RASAL1	RASAL	12	protein	RAS
8438	9606	RAD54L	HR54|RAD54A|hHR54|hRAD54	1	(S.	RAD54-like
8439	9606	NSMAF	FAN	8	sphingomyelinase	neutral
8440	9606	NCK2	GRB4|NCKbeta	2	adaptor	NCK
8443	9606	GNPAT	DAP-AT|DAPAT|DHAPAT	1	O-acyltransferase	glyceronephosphate
8444	9606	DYRK3	DYRK5|RED|REDK|hYAK3-2	1	tyrosine-(Y)-phosphorylation	dual-specificity
8445	9606	DYRK2	-	12	tyrosine-(Y)-phosphorylation	dual-specificity
8446	9606	DUSP11	PIR1	2	specificity	dual
8447	9606	DOC2B	DOC2BL	17	C2-like	double
8448	9606	DOC2A	Doc2	16	C2-like	double
8449	9606	DHX16	DBP2|DDX16|PRO2014|PRP8|PRPF2|Prp2	6	(Asp-Glu-Ala-His)	DEAH
8450	9606	CUL4B	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	X	4B	cullin
8451	9606	CUL4A	-	13	4A	cullin
8452	9606	CUL3	CUL-3|PHA2E	2	3	cullin
8453	9606	CUL2	-	10	2	cullin
8454	9606	CUL1	-	7	1	cullin
8455	9606	ATRN	DPPT-L|MGCA	20	protein-coding	attractin
8456	9606	FOXN1	FKHL20|RONU|WHN	17	box	forkhead
8458	9606	TTF2	HuF2|ZGRF6	1	termination	transcription
8459	9606	TPST2	TANGO13B	22	sulfotransferase	tyrosylprotein
8460	9606	TPST1	TANGO13A	7	sulfotransferase	tyrosylprotein
8462	9606	KLF11	FKLF|FKLF1|MODY7|TIEG2|Tieg3	2	factor	Kruppel-like
8463	9606	TEAD2	ETF|TEAD-2|TEF-4|TEF4	19	domain	TEA
8464	9606	SUPT3H	SPT3|SPT3L	6	of	suppressor
8466	9606	ST11	PETS1	3	of	suppression
8467	9606	SMARCA5	ISWI|SNF2H|WCRF135|hISWI|hSNF2H	4	related,	SWI/SNF
8468	9606	FKBP6	FKBP36	7	binding	FK506
8470	9606	SORBS2	ARGBP2|PRO0618	4	and	sorbin
8471	9606	IRS4	IRS-4|PY160	X	receptor	insulin
8473	9606	OGT	HRNT1|O-GLCNAC	X	N-acetylglucosamine	O-linked
8476	9606	CDC42BPA	MRCK|MRCKA|PK428	1	binding	CDC42
8477	9606	GPR65	TDAG8|hTDAG8	14	protein-coupled	G
8479	9606	HIRIP3	-	16	interacting	HIRA
8480	9606	RAE1	MIG14|MRNP41|Mnrp41|dJ481F12.3|dJ800J21.1	20	acid	ribonucleic
8481	9606	OFD1	71-7A|CXorf5|JBTS10|RP23|SGBS2	X	syndrome	oral-facial-digital
8482	9606	SEMA7A	CD108|CDw108|H-SEMA-K1|H-Sema-L|JMH|SEMAK1|SEMAL	15	7A,	semaphorin
8483	9606	CILP	CILP-1|HsT18872	15	intermediate	cartilage
8484	9606	GALR3	-	22	receptor	galanin
8487	9606	GEMIN2	SIP1|SIP1-delta	14	(nuclear	gem
8488	9606	RPL3P1	RPL3P|RPL3_8_1731	21	protein	ribosomal
8489	9606	RPL23AP3	RPL23A_37_1729	21	protein	ribosomal
8490	9606	RGS5	MST092|MST106|MST129|MSTP032|MSTP092|MSTP106|MSTP129	1	of	regulator
8491	9606	MAP4K3	GLK|MAPKKKK3|MEKKK	MIM:604921|HGNC:HGNC:6865|Ensembl:ENSG00000011566|HPRD:05373|Vega:OTTHUMG00000102127	mitogen-activated	2p22.1
8492	9606	PRSS12	BSSP-3|BSSP3|MRT1	4	serine,	protease,
8493	9606	PPM1D	PP2C-DELTA|WIP1	17	phosphatase,	protein
8495	9606	PPFIBP2	Cclp1	11	interacting	PTPRF
8496	9606	PPFIBP1	L2|SGT2|hSGT2|hSgt2p	12	interacting	PTPRF
8497	9606	PPFIA4	-	1	tyrosine	protein
8498	9606	RANBP3	-	19	binding	RAN
8499	9606	PPFIA2	-	12	tyrosine	protein
8500	9606	PPFIA1	LIP.1|LIP1|LIPRIN	11	tyrosine	protein
8501	9606	SLC43A1	LAT3|PB39|POV1|R00504	11	carrier	solute
8502	9606	PKP4	p0071	2	4	plakophilin
8503	9606	PIK3R3	p55|p55-GAMMA|p55PIK	1	regulatory	phosphoinositide-3-kinase,
8504	9606	PEX3	PBD10A|TRG18	6	biogenesis	peroxisomal
8505	9606	PARG	PARG99	10	(ADP-ribose)	poly
8506	9606	CNTNAP1	CASPR|CNTNAP|NRXN4|P190	17	associated	contactin
8507	9606	ENC1	CCL28|ENC-1|KLHL35|KLHL37|NRPB|PIG10|TP53I10	5	cortex	ectodermal-neural
8508	9606	NIPSNAP1	-	22	homolog	nipsnap
8509	9606	NDST2	HSST2|NST2	10	(heparan	N-deacetylase/N-sulfotransferase
8510	9606	MMP23B	MIFR|MIFR-1|MMP22|MMP23A	1	metallopeptidase	matrix
8511	9606	MMP23A	MIFR|MIFR-1|MMP21	1	metallopeptidase	matrix
8512	9606	MBL1P	COLEC3P|MBL1P1	10	lectin	mannose-binding
8513	9606	LIPF	GL|HGL|HLAL	10	gastric	lipase,
8514	9606	KCNAB2	AKR6A5|HKvbeta2|HKvbeta2.1|HKvbeta2.2|KCNA2B|KV-BETA-2	1	channel,	potassium
8515	9606	ITGA10	PRO827	1	alpha	integrin,
8516	9606	ITGA8	-	10	alpha	integrin,
8517	9606	IKBKG	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	X	of	inhibitor
8518	9606	IKBKAP	DYS|ELP1|FD|IKAP|IKI3|TOT1	9	of	inhibitor
8519	9606	IFITM1	9-27|CD225|DSPA2a|IFI17|LEU13	11	induced	interferon
8520	9606	HAT1	KAT1	2	acetyltransferase	histone
8521	9606	GCM1	GCMA|hGCMa	6	cells	glial
8522	9606	GAS7	MLL/GAS7	17	arrest-specific	growth
8525	9606	DGKZ	DAGK5|DAGK6|DGK-ZETA|hDGKzeta	11	kinase,	diacylglycerol
8526	9606	DGKE	DAGK5|DAGK6|DGK|NPHS7	17	kinase,	diacylglycerol
8527	9606	DGKD	DGKdelta|dgkd-2	2	kinase,	diacylglycerol
8528	9606	DDO	DASOX|DDO-1|DDO-2	6	oxidase	D-aspartate
8529	9606	CYP4F2	CPF2	19	P450,	cytochrome
8530	9606	CST7	CMAP	20	F	cystatin
8531	9606	YBX3	CSDA|CSDA1|DBPA|ZONAB	12	box	Y
8532	9606	CPZ	-	4	Z	carboxypeptidase
8533	9606	COPS3	CSN3|SGN3	17	signalosome	COP9
8534	9606	CHST1	C6ST|GST-1|KS6ST|KSGal6ST|KSST	11	(keratan	carbohydrate
8535	9606	CBX4	NBP16|PC2	17	homolog	chromobox
8536	9606	CAMK1	CAMKI	3	protein	calcium/calmodulin-dependent
8537	9606	BCAS1	AIBC1|NABC1	20	carcinoma	breast
8538	9606	BARX2	-	11	homeobox	BARX
8539	9606	API5	AAC-11|AAC11	11	inhibitor	apoptosis
8540	9606	AGPS	ADAP-S|ADAS|ADHAPS|ADPS|ALDHPSY	2	phosphate	alkylglycerone
8541	9606	PPFIA3	LPNA3	19	tyrosine	protein
8542	9606	APOL1	APO-L|APOL|APOL-I|FSGS4	22	L,	apolipoprotein
8543	9606	LMO4	-	1	domain	LIM
8544	9606	PIR	-	X	(iron-binding	pirin
8545	9606	CGGBP1	CGGBP|p20-CGGBP	3	triplet	CGG
8546	9606	AP3B1	ADTB3|ADTB3A|HPS|HPS2|PE	5	protein	adaptor-related
8547	9606	FCN3	FCNH|HAKA1	1	(collagen/fibrinogen	ficolin
8548	9606	BLZF1	GOLGIN-45|JEM-1|JEM-1s|JEM1	1	leucine	basic
8549	9606	LGR5	FEX|GPR49|GPR67|GRP49|HG38	12	repeat	leucine-rich
8550	9606	MAPKAPK5	MAPKAP-K5|MK-5|MK5|PRAK	12	protein	mitogen-activated
8551	9606	INE2	NCRNA00011	X	escape	inactivation
8552	9606	INE1	NCRNA00010	X	escape	inactivation
8553	9606	BHLHE40	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|Stra14	3	helix-loop-helix	basic
8554	9606	PIAS1	DDXBP1|GBP|GU/RH-II|ZMIZ3	15	inhibitor	protein
8555	9606	CDC14B	CDC14B3|Cdc14B1|Cdc14B2|hCDC14B	9	division	cell
8556	9606	CDC14A	cdc14|hCDC14	1	division	cell
8557	9606	TCAP	CMD1N|CMH25|LGMD2G|T-cap|TELE|telethonin	17	protein-coding	titin-cap
8558	9606	CDK10	PISSLRE	16	kinase	cyclin-dependent
8559	9606	PRPF18	PRP18|hPrp18	10	processing	pre-mRNA
8560	9606	DEGS1	DEGS|DEGS-1|DES1|Des-1|FADS7|MIG15|MLD	1	sphingolipid	delta(4)-desaturase,
8562	9606	DENR	DRP|DRP1|SMAP-3	12	protein	density-regulated
8563	9606	THOC5	C22orf19|Fmip|PK1.3|fSAP79	22	complex	THO
8564	9606	KMO	dJ317G22.1	1	3-monooxygenase	kynurenine
8565	9606	YARS	CMTDIC|TYRRS|YRS|YTS	1	synthetase	tyrosyl-tRNA
8566	9606	PDXK	C21orf124|C21orf97|HEL-S-1a|PKH|PNK|PRED79	21	(pyridoxine,	pyridoxal
8567	9606	MADD	DENN|IG20|RAB3GEP	11	activating	MAP-kinase
8568	9606	RRP1	D21S2056E|NNP-1|NOP52|RRP1A	21	RNA	ribosomal
8569	9606	MKNK1	MNK1	1	kinase	MAP
8570	9606	KHSRP	FBP2|FUBP2|KSRP	19	splicing	KH-type
8572	9606	PDLIM4	RIL	5	and	PDZ
8573	9606	CASK	CAGH39|CAMGUK|CMG|FGS4|LIN2|MICPCH|MRXSNA|TNRC8	X	serine	calcium/calmodulin-dependent
8574	9606	AKR7A2	AFAR|AFAR1|AFB1-AR1|AKR7	1	reductase	aldo-keto
8575	9606	PRKRA	DYT16|HSD14|PACT|RAX	2	kinase,	protein
8576	9606	STK16	KRCT|MPSK|PKL12|TSF1	2	kinase	serine/threonine
8577	9606	TMEFF1	C9orf2|CT120.1|H7365|TR-1	9	protein	transmembrane
8578	9606	SCARF1	SREC|SREC-I|SREC1	17	receptor	scavenger
8580	9606	OR8C1P	OR11-175|OR8C3P|OR8C4P|OR912-106|OR912-45	11	receptor,	olfactory
8581	9606	LY6D	E48|Ly-6D	8	antigen	lymphocyte
